date,sentiment
Tue Sep 17 02:07:16 +0000 2019,neutral
,
Tue Sep 17 02:07:22 +0000 2019,neutral
,
Tue Sep 17 02:07:23 +0000 2019,neutral
,
Tue Sep 17 02:07:25 +0000 2019,neutral
,
Tue Sep 17 02:07:26 +0000 2019,neutral
,
Tue Sep 17 02:07:29 +0000 2019,positive
,
Tue Sep 17 02:07:30 +0000 2019,neutral
,
Tue Sep 17 02:07:33 +0000 2019,negative
,
Tue Sep 17 02:07:34 +0000 2019,neutral
,
Tue Sep 17 02:07:34 +0000 2019,neutral
,
Tue Sep 17 02:07:37 +0000 2019,positive
,
Tue Sep 17 02:07:40 +0000 2019,positive
,
Tue Sep 17 02:07:46 +0000 2019,positive
,
Tue Sep 17 02:07:59 +0000 2019,neutral
,
Tue Sep 17 02:08:00 +0000 2019,positive
,
Tue Sep 17 02:08:00 +0000 2019,positive
,
Tue Sep 17 02:08:00 +0000 2019,neutral
,
Tue Sep 17 02:08:02 +0000 2019,positive
,
Tue Sep 17 02:08:05 +0000 2019,negative
,
Tue Sep 17 02:08:10 +0000 2019,neutral
,
Tue Sep 17 02:08:10 +0000 2019,neutral
,
Tue Sep 17 02:08:11 +0000 2019,positive
,
Tue Sep 17 02:08:12 +0000 2019,neutral
,
Tue Sep 17 02:08:15 +0000 2019,positive
,
Tue Sep 17 02:08:16 +0000 2019,positive
,
Tue Sep 17 02:08:24 +0000 2019,neutral
,
Tue Sep 17 02:08:25 +0000 2019,neutral
,
Tue Sep 17 02:08:26 +0000 2019,neutral
,
Tue Sep 17 02:08:31 +0000 2019,neutral
,
Tue Sep 17 02:08:33 +0000 2019,neutral
,
Tue Sep 17 02:08:36 +0000 2019,neutral
,
Tue Sep 17 02:08:38 +0000 2019,positive
,
Tue Sep 17 02:08:39 +0000 2019,neutral
,
Tue Sep 17 02:08:43 +0000 2019,positive
,
Tue Sep 17 02:08:44 +0000 2019,negative
,
Tue Sep 17 02:08:47 +0000 2019,neutral
,
Tue Sep 17 02:08:48 +0000 2019,neutral
,
Tue Sep 17 02:08:53 +0000 2019,neutral
,
Tue Sep 17 02:08:54 +0000 2019,positive
,
Tue Sep 17 02:08:56 +0000 2019,positive
,
Tue Sep 17 02:08:57 +0000 2019,positive
,
Tue Sep 17 02:08:58 +0000 2019,neutral
,
Tue Sep 17 02:09:00 +0000 2019,neutral
,
Tue Sep 17 02:09:00 +0000 2019,neutral
,
Tue Sep 17 02:09:01 +0000 2019,neutral
,
Tue Sep 17 02:09:02 +0000 2019,neutral
,
Tue Sep 17 02:09:04 +0000 2019,neutral
,
Tue Sep 17 02:09:12 +0000 2019,positive
,
Tue Sep 17 02:09:14 +0000 2019,positive
,
Tue Sep 17 02:09:17 +0000 2019,positive
,
Tue Sep 17 02:09:20 +0000 2019,positive
,
Tue Sep 17 02:09:25 +0000 2019,negative
,
Tue Sep 17 02:09:27 +0000 2019,neutral
,
Tue Sep 17 02:09:35 +0000 2019,neutral
,
Tue Sep 17 02:09:39 +0000 2019,negative
,
Tue Sep 17 02:09:42 +0000 2019,positive
,
Tue Sep 17 02:09:44 +0000 2019,positive
,
Tue Sep 17 02:09:48 +0000 2019,neutral
,
Tue Sep 17 02:09:48 +0000 2019,neutral
,
Tue Sep 17 02:09:49 +0000 2019,neutral
,
Tue Sep 17 02:09:50 +0000 2019,neutral
,
Tue Sep 17 02:09:54 +0000 2019,neutral
,
Tue Sep 17 02:09:55 +0000 2019,neutral
,
Tue Sep 17 02:09:55 +0000 2019,neutral
,
Tue Sep 17 02:09:56 +0000 2019,positive
,
Tue Sep 17 02:09:59 +0000 2019,neutral
,
Tue Sep 17 02:10:00 +0000 2019,positive
,
Tue Sep 17 02:10:00 +0000 2019,positive
,
Tue Sep 17 02:10:01 +0000 2019,positive
,
Tue Sep 17 02:10:02 +0000 2019,neutral
,
Tue Sep 17 02:10:02 +0000 2019,positive
,
Tue Sep 17 02:10:02 +0000 2019,positive
,
Tue Sep 17 02:10:03 +0000 2019,neutral
,
Tue Sep 17 02:10:03 +0000 2019,positive
,
Tue Sep 17 02:10:03 +0000 2019,neutral
,
Tue Sep 17 02:10:07 +0000 2019,neutral
,
Tue Sep 17 02:10:11 +0000 2019,neutral
,
Tue Sep 17 02:10:11 +0000 2019,positive
,
Tue Sep 17 02:10:11 +0000 2019,neutral
,
Tue Sep 17 02:10:12 +0000 2019,neutral
,
Tue Sep 17 02:10:13 +0000 2019,neutral
,
Tue Sep 17 02:10:21 +0000 2019,neutral
,
Tue Sep 17 02:10:29 +0000 2019,neutral
,
Tue Sep 17 02:10:32 +0000 2019,neutral
,
Tue Sep 17 02:10:34 +0000 2019,neutral
,
Tue Sep 17 02:10:35 +0000 2019,neutral
,
Tue Sep 17 02:10:36 +0000 2019,neutral
,
Tue Sep 17 02:10:38 +0000 2019,neutral
,
Tue Sep 17 02:10:38 +0000 2019,positive
,
Tue Sep 17 02:10:41 +0000 2019,neutral
,
Tue Sep 17 02:10:44 +0000 2019,neutral
,
Tue Sep 17 02:10:47 +0000 2019,positive
,
Tue Sep 17 02:10:56 +0000 2019,neutral
,
Tue Sep 17 02:10:56 +0000 2019,negative
,
Tue Sep 17 02:11:01 +0000 2019,positive
,
Tue Sep 17 02:11:02 +0000 2019,neutral
,
Tue Sep 17 02:11:05 +0000 2019,neutral
,
Tue Sep 17 02:11:06 +0000 2019,negative
,
Tue Sep 17 02:11:07 +0000 2019,neutral
,
Tue Sep 17 02:11:07 +0000 2019,neutral
,
Tue Sep 17 02:11:09 +0000 2019,negative
,
Tue Sep 17 02:11:15 +0000 2019,positive
,
Tue Sep 17 02:11:15 +0000 2019,positive
,
Tue Sep 17 02:11:15 +0000 2019,neutral
,
Tue Sep 17 02:11:16 +0000 2019,neutral
,
Tue Sep 17 02:11:24 +0000 2019,positive
,
Tue Sep 17 02:11:25 +0000 2019,negative
,
Tue Sep 17 02:11:29 +0000 2019,positive
,
Tue Sep 17 02:11:29 +0000 2019,neutral
,
Tue Sep 17 02:11:29 +0000 2019,neutral
,
Tue Sep 17 02:11:31 +0000 2019,neutral
,
Tue Sep 17 02:11:33 +0000 2019,positive
,
Tue Sep 17 02:11:34 +0000 2019,neutral
,
Tue Sep 17 02:11:33 +0000 2019,positive
,
Tue Sep 17 02:11:36 +0000 2019,positive
,
Tue Sep 17 02:11:39 +0000 2019,positive
,
Tue Sep 17 02:11:45 +0000 2019,neutral
,
Tue Sep 17 02:11:45 +0000 2019,negative
,
Tue Sep 17 02:11:46 +0000 2019,positive
,
Tue Sep 17 02:11:47 +0000 2019,positive
,
Tue Sep 17 02:11:47 +0000 2019,positive
,
Tue Sep 17 02:11:51 +0000 2019,neutral
,
Tue Sep 17 02:11:51 +0000 2019,positive
,
Tue Sep 17 02:11:55 +0000 2019,negative
,
Tue Sep 17 02:11:59 +0000 2019,positive
,
Tue Sep 17 02:12:02 +0000 2019,neutral
,
Tue Sep 17 02:12:03 +0000 2019,negative
,
Tue Sep 17 02:12:05 +0000 2019,neutral
,
Tue Sep 17 02:12:07 +0000 2019,neutral
,
Tue Sep 17 02:12:07 +0000 2019,neutral
,
Tue Sep 17 02:12:08 +0000 2019,neutral
,
Tue Sep 17 02:12:11 +0000 2019,positive
,
Tue Sep 17 02:12:12 +0000 2019,positive
,
Tue Sep 17 02:12:14 +0000 2019,neutral
,
Tue Sep 17 02:12:16 +0000 2019,neutral
,
Tue Sep 17 02:12:18 +0000 2019,negative
,
Tue Sep 17 02:12:20 +0000 2019,neutral
,
Tue Sep 17 02:12:21 +0000 2019,neutral
,
Tue Sep 17 02:12:23 +0000 2019,positive
,
Tue Sep 17 02:12:23 +0000 2019,neutral
,
Tue Sep 17 02:12:23 +0000 2019,neutral
,
Tue Sep 17 02:12:24 +0000 2019,neutral
,
Tue Sep 17 02:12:27 +0000 2019,positive
,
Tue Sep 17 02:12:27 +0000 2019,neutral
,
Tue Sep 17 02:12:27 +0000 2019,neutral
,
Tue Sep 17 02:12:30 +0000 2019,neutral
,
Tue Sep 17 02:12:40 +0000 2019,positive
,
Tue Sep 17 02:12:47 +0000 2019,positive
,
Tue Sep 17 02:12:49 +0000 2019,neutral
,
Tue Sep 17 02:12:52 +0000 2019,positive
,
Tue Sep 17 02:12:52 +0000 2019,negative
,
Tue Sep 17 02:12:53 +0000 2019,positive
,
Tue Sep 17 02:12:55 +0000 2019,positive
,
Tue Sep 17 02:12:59 +0000 2019,neutral
,
Tue Sep 17 02:13:00 +0000 2019,positive
,
Tue Sep 17 02:13:00 +0000 2019,negative
,
Tue Sep 17 02:13:01 +0000 2019,positive
,
Tue Sep 17 02:13:01 +0000 2019,neutral
,
Tue Sep 17 02:13:02 +0000 2019,neutral
,
Tue Sep 17 02:13:02 +0000 2019,neutral
,
Tue Sep 17 02:13:03 +0000 2019,positive
,
Tue Sep 17 02:13:04 +0000 2019,neutral
,
Tue Sep 17 02:13:05 +0000 2019,neutral
,
Tue Sep 17 02:13:06 +0000 2019,positive
,
Tue Sep 17 02:13:16 +0000 2019,neutral
,
Tue Sep 17 02:13:17 +0000 2019,neutral
,
Tue Sep 17 02:13:17 +0000 2019,neutral
,
Tue Sep 17 02:13:22 +0000 2019,neutral
,
Tue Sep 17 02:13:23 +0000 2019,negative
,
Tue Sep 17 02:13:25 +0000 2019,neutral
,
Tue Sep 17 02:13:30 +0000 2019,positive
,
Tue Sep 17 02:13:31 +0000 2019,positive
,
Tue Sep 17 02:13:32 +0000 2019,neutral
,
Tue Sep 17 02:13:32 +0000 2019,positive
,
Tue Sep 17 02:13:33 +0000 2019,neutral
,
Tue Sep 17 02:13:37 +0000 2019,positive
,
Tue Sep 17 02:13:38 +0000 2019,positive
,
Tue Sep 17 02:13:39 +0000 2019,positive
,
Tue Sep 17 02:13:41 +0000 2019,positive
,
Tue Sep 17 02:13:47 +0000 2019,neutral
,
Tue Sep 17 02:13:50 +0000 2019,positive
,
Tue Sep 17 02:13:54 +0000 2019,neutral
,
Tue Sep 17 02:13:58 +0000 2019,negative
,
Tue Sep 17 02:14:00 +0000 2019,positive
,
Tue Sep 17 02:14:01 +0000 2019,positive
